segment length: 1355	score: 701.278


segment length: 1108	score: 448.731


segment length: 1208	score: 760.463


segment length: 1227	score: 714.644


segment length: 3682	score: 1709.84


segment length: 889	score: 409.65


segment length: 1375	score: 562.197


segment length: 4572	score: 1863.94


segment length: 1956	score: 1072.94


segment length: 2408	score: 1093.6


segment length: 1455	score: 656.897


segment length: 1008	score: 557.907


segment length: 901	score: 445.759


segment length: 1678	score: 873.727


segment length: 3061	score: 1436.37


segment length: 5276	score: 2618.14


segment length: 3380	score: 1347.15


segment length: 3186	score: 1750.21


segment length: 2387	score: 1075.69


segment length: 5689	score: 3408.11


segment length: 2264	score: 1278.24


segment length: 5590	score: 2676.69


segment length: 4377	score: 2216.96


segment length: 2145	score: 929.135


segment length: 3701	score: 1950.34


segment length: 3803	score: 1624.91


segment length: 5806	score: 2702.09


segment length: 5264	score: 2834.28


segment length: 1852	score: 936.776


segment length: 2123	score: 1125.04


segment length: 3368	score: 2101.55


segment length: 2686	score: 1188.45


segment length: 5257	score: 2112.64


segment length: 6721	score: 2975.22


segment length: 2718	score: 1165.47


segment length: 2670	score: 1201.69


segment length: 920	score: 473.623


segment length: 4412	score: 2366.8


segment length: 3326	score: 1526.9


segment length: 3678	score: 1849.4


segment length: 1997	score: 1011.87


segment length: 1939	score: 969.258


segment length: 2107	score: 806.319


segment length: 2901	score: 1567.15


segment length: 3425	score: 1718.03


segment length: 4203	score: 2050.44


segment length: 941	score: 423.265


segment length: 2620	score: 1467.44


segment length: 2238	score: 951.782


segment length: 1544	score: 788.919


segment length: 1419	score: 700.926


segment length: 3794	score: 1732.66


segment length: 2206	score: 1118.41


segment length: 2631	score: 1285.07


segment length: 2223	score: 1167.32


segment length: 2753	score: 1269.42


segment length: 1480	score: 833.618


segment length: 2102	score: 1232.8


segment length: 1441	score: 703.252


segment length: 1169	score: 561.665


segment length: 1497	score: 624.32


segment length: 6065	score: 2814.54


segment length: 2560	score: 1452.2


segment length: 417	score: 211.387


segment length: 2159	score: 957.37


segment length: 1059	score: 477.573


segment length: 2542	score: 1215.59


segment length: 2149	score: 978.521


segment length: 1504	score: 739.814


segment length: 2809	score: 1365.12


segment length: 2935	score: 1422.74


segment length: 1749	score: 885.976


segment length: 1133	score: 561.969


segment length: 4553	score: 2123.51


segment length: 3034	score: 1980.15


segment length: 776	score: 488.15


segment length: 939	score: 391.651


segment length: 809	score: 463.994


segment length: 6138	score: 3372.03


segment length: 2470	score: 1064.89


segment length: 2324	score: 961.876


segment length: 4185	score: 1971.34


segment length: 1877	score: 753.242


segment length: 8003	score: 4677.45


segment length: 1302	score: 574.381


segment length: 3126	score: 1651.01


segment length: 1243	score: 721.953


segment length: 3755	score: 1621.88


segment length: 2866	score: 1488.86


segment length: 3094	score: 1481.86


segment length: 2598	score: 1062.06


segment length: 1098	score: 542.227


segment length: 3701	score: 1728.14


segment length: 1247	score: 799.87


segment length: 948	score: 377.866


segment length: 1920	score: 928.993


segment length: 3046	score: 1260.46


segment length: 1681	score: 777.432


segment length: 524	score: 303.903


segment length: 722	score: 321.893


segment length: 3585	score: 1818.12


segment length: 2909	score: 1484.59


segment length: 784	score: 359.16


segment length: 2808	score: 1485.61


segment length: 2481	score: 1153.88


segment length: 2552	score: 1333.47


segment length: 5163	score: 2791.34


segment length: 1175	score: 556.508


segment length: 3052	score: 1553.69


segment length: 3902	score: 1902.92


segment length: 2469	score: 985.554


segment length: 2782	score: 1264.11


segment length: 4945	score: 2160.57


segment length: 4662	score: 2122.29


segment length: 1637	score: 763.192


segment length: 2824	score: 1420.89


segment length: 1945	score: 1071.2


segment length: 4464	score: 2018.01


segment length: 3080	score: 2030.4


segment length: 8289	score: 3900.89


segment length: 3609	score: 1414.97


segment length: 2268	score: 1161.17


segment length: 460	score: 243.202


segment length: 1282	score: 473.681


segment length: 2787	score: 1147.68


segment length: 3208	score: 1233.39


segment length: 2279	score: 1197.63


segment length: 1707	score: 828.949


segment length: 1530	score: 331.293


segment length: 2049	score: 929.188


segment length: 2082	score: 894.998


segment length: 2749	score: 1371.75


segment length: 3511	score: 886.242


segment length: 4257	score: 1860.18


segment length: 943	score: 487.015


segment length: 1232	score: 589.418


segment length: 3335	score: 1768.27


segment length: 2434	score: 1185.21


segment length: 1889	score: 961.527


segment length: 8118	score: 3387.1


segment length: 5568	score: 2895.36


segment length: 1478	score: 660.671


segment length: 3697	score: 1834.75


segment length: 4139	score: 1446.54


segment length: 1285	score: 530.23


segment length: 2116	score: 1006.21


segment length: 4977	score: 905.667


segment length: 5904	score: 2682.14


segment length: 3624	score: 1627.28


segment length: 4199	score: 2405.13


segment length: 1259	score: 594.997


segment length: 1655	score: 793.522


segment length: 7140	score: 3886.55


segment length: 2697	score: 1458.99


segment length: 751	score: 232.726


segment length: 2510	score: 1004.91


segment length: 1263	score: 627.998


segment length: 2494	score: 1230.42


segment length: 3007	score: 1242.28


segment length: 2528	score: 1401.81


segment length: 2913	score: 1329.67


segment length: 3781	score: 1552.17


segment length: 778	score: 260.389


segment length: 3397	score: 1967.17


segment length: 2141	score: 754.514


segment length: 1541	score: 583.302


segment length: 876	score: 220.557


segment length: 2679	score: 1049.37


segment length: 2169	score: 1039.03


segment length: 1263	score: 590.968


segment length: 3203	score: 1527.75


segment length: 2414	score: 975.432


segment length: 2928	score: 873.109


segment length: 4237	score: 1919.16


segment length: 1739	score: 858.408


segment length: 4598	score: 1844.23


segment length: 2196	score: 1024.29


segment length: 1791	score: 984.669


segment length: 1088	score: 503.327


segment length: 2771	score: 1338.7


segment length: 2016	score: 1123.16


segment length: 2486	score: 1134.66


segment length: 1143	score: 290.227


segment length: 1459	score: 765.736


segment length: 2227	score: 996.519


segment length: 1978	score: 793.025


segment length: 9968	score: 4319.52


segment length: 3085	score: 1387.33


segment length: 1103	score: 526.274


segment length: 3333	score: 1249.82


segment length: 7116	score: 3890.65


segment length: 1057	score: 470.076


segment length: 5937	score: 3256.3


segment length: 1953	score: 1075.19


segment length: 1300	score: 503.669


segment length: 3215	score: 1238.68


segment length: 927	score: 377.118


segment length: 2421	score: 1184.06


segment length: 3830	score: 1492.45


segment length: 1616	score: 683.087


segment length: 2447	score: 936.466


segment length: 1660	score: 569.265


segment length: 3348	score: 1371.63


segment length: 7346	score: 3046.04


segment length: 1353	score: 548.997


segment length: 3098	score: 1373.11


segment length: 4762	score: 2045.18
4488 4724 0.998582	219830 220066

0 0 inf	215342 215342


segment length: 5950	score: 3076.37


segment length: 2829	score: 1251.31


segment length: 2032	score: 1057.16


segment length: 6466	score: 3449.72


segment length: 2330	score: 1237.16


segment length: 2604	score: 1257.63


segment length: 2138	score: 873.628


segment length: 2182	score: 1009.66


segment length: 1924	score: 848.29


segment length: 2855	score: 1054.56


segment length: 1525	score: 609.936


segment length: 3493	score: 1973.4


segment length: 3113	score: 1576.49


segment length: 3651	score: 1665.76


segment length: 3704	score: 1650.25


segment length: 1975	score: 1137.22


segment length: 3850	score: 1759.09


segment length: 2226	score: 1078.26


segment length: 2958	score: 1721.03


segment length: 2636	score: 1132.39


segment length: 1219	score: 616.767


segment length: 520	score: 220.947


segment length: 3227	score: 1829.9


segment length: 3732	score: 1489.17


segment length: 5876	score: 2977.33


segment length: 2378	score: 929.048


segment length: 2236	score: 1068.43


segment length: 3665	score: 1763.57


segment length: 1291	score: 603.335


segment length: 2459	score: 1621.39


segment length: 2471	score: 1102.38


segment length: 1568	score: 755.418


segment length: 651	score: 264.841


segment length: 1751	score: 763.341


segment length: 1785	score: 763.238


segment length: 7159	score: 3017.34


segment length: 1340	score: 538.671


segment length: 6782	score: 3561.17


segment length: 1815	score: 795.803


segment length: 4032	score: 2226.24


segment length: 2903	score: 1854.13


segment length: 1765	score: 741.868


segment length: 3929	score: 1767.27


segment length: 1260	score: 589.563


segment length: 3109	score: 1678.83


segment length: 3938	score: 2374.7


segment length: 2205	score: 1020.83


segment length: 3422	score: 1512.05


segment length: 4548	score: 2352.33


segment length: 1858	score: 724.579


segment length: 5467	score: 2555.9


segment length: 1539	score: 573.482


segment length: 2503	score: 1324.66


segment length: 4271	score: 2157.17


segment length: 2245	score: 839.915


segment length: 4476	score: 1156.39


segment length: 1842	score: 807.757


segment length: 1970	score: 610.535


segment length: 1351	score: 589.696


segment length: 2744	score: 1463.32


segment length: 6069	score: 3110.78


segment length: 759	score: 303.824


segment length: 1378	score: 747.836


segment length: 2383	score: 1219.76


segment length: 3290	score: 1289.6


segment length: 3919	score: 2154.73


segment length: 5385	score: 2537.99


segment length: 3331	score: 1332.73


segment length: 1837	score: 929.018


segment length: 2713	score: 1327.38


segment length: 927	score: 299.459


segment length: 2463	score: 1011.66


segment length: 5738	score: 2833.59


segment length: 2936	score: 1334.83


segment length: 1387	score: 681.298


segment length: 5818	score: 3086.76


segment length: 944	score: 425.536


segment length: 1153	score: 461.085


segment length: 2964	score: 1159.46


segment length: 1743	score: 888.32


segment length: 797	score: 412.898


segment length: 5489	score: 2258.06


segment length: 2344	score: 965.66


segment length: 1643	score: 654.733


segment length: 2362	score: 1060.92


segment length: 2644	score: 1178.44


segment length: 1459	score: 691.313


segment length: 2592	score: 1232.96


segment length: 847	score: 292.637


segment length: 1878	score: 804.305


segment length: 5381	score: 1462.75


segment length: 1519	score: 717.127


segment length: 1442	score: 659.571


segment length: 1403	score: 735.528


segment length: 5889	score: 2996.65


segment length: 1386	score: 462.831


segment length: 4848	score: 1555.5


segment length: 1866	score: 828.641


segment length: 2408	score: 1220.75


segment length: 2327	score: 1097.69


segment length: 7062	score: 2374.5
0 0 inf	272959 272959

1900 2049 32.0713	274859 275008


segment length: 2813	score: 1321.27


segment length: 1680	score: 553.424


segment length: 1533	score: 765.64


segment length: 4415	score: 1830.95


segment length: 4713	score: 2397.1


segment length: 2691	score: 1341.66


segment length: 2661	score: 1068.6


segment length: 3950	score: 1631.05


segment length: 1722	score: 804.122


segment length: 2053	score: 1072.59


segment length: 3228	score: 1782.4


segment length: 4207	score: 1877.87


segment length: 2032	score: 912.768


segment length: 1551	score: 907.526


segment length: 3049	score: 1205.37


segment length: 2657	score: 1109.54


segment length: 2984	score: 1433.27


segment length: 741	score: 309.523


segment length: 1940	score: 743.933


segment length: 1315	score: 574.617


segment length: 1811	score: 610.609


segment length: 4291	score: 2080.73


segment length: 1832	score: 1072.42


segment length: 7234	score: 3058.94


segment length: 744	score: 306.437


segment length: 2200	score: 1023.42


segment length: 1987	score: 992.612


segment length: 4970	score: 2765.24


segment length: 1480	score: 852.689


segment length: 1375	score: 549.656


segment length: 1931	score: 1100.29


segment length: 912	score: 384.169


segment length: 1924	score: 1283.15


segment length: 6146	score: 2753.15


segment length: 695	score: 286.864


segment length: 3921	score: 2234.15


segment length: 2893	score: 1164.4


segment length: 817	score: 373.83


segment length: 1087	score: 419.793


segment length: 1827	score: 770.165


segment length: 2072	score: 972.744


segment length: 2141	score: 1137.18


segment length: 2736	score: 1277.14


segment length: 870	score: 459.902


segment length: 3505	score: 1520.52


segment length: 2124	score: 1015.28


segment length: 1820	score: 1244.67


segment length: 4274	score: 1817.25


segment length: 2702	score: 1237.06


segment length: 1587	score: 641.62


segment length: 1328	score: 514.378


segment length: 4640	score: 2247.75


segment length: 2576	score: 1266.11


segment length: 2450	score: 1085.75


segment length: 2236	score: 989.717


segment length: 2067	score: 1070.41


segment length: 2641	score: 1346.97


segment length: 1601	score: 651.451


segment length: 2322	score: 1115.57


segment length: 1494	score: 648.298


segment length: 5211	score: 2663.76


segment length: 1098	score: 567.73


segment length: 1278	score: 553.06


segment length: 1758	score: 843.777


segment length: 5597	score: 2868.85


segment length: 8637	score: 3929.06


segment length: 5761	score: 2901.18


segment length: 780	score: 414.474


segment length: 5826	score: 2925.92


segment length: 1831	score: 980.984


segment length: 3876	score: 2395.63


segment length: 1508	score: 587.559


segment length: 3527	score: 1341.25


segment length: 1807	score: 923.072


segment length: 1966	score: 1020.3


segment length: 1007	score: 327.312


segment length: 6671	score: 2457.12


segment length: 2570	score: 1438.34


segment length: 2726	score: 1351.53


segment length: 1919	score: 1241.07


segment length: 1123	score: 496.328


segment length: 6606	score: 1347.49


segment length: 1219	score: 557.038


segment length: 1213	score: 612.681


segment length: 2054	score: 983.313


segment length: 3230	score: 1827.78


segment length: 2804	score: 1293.88


segment length: 1240	score: 696.489


segment length: 2786	score: 1402.62


segment length: 2787	score: 1608.31


segment length: 1955	score: 1154.1


segment length: 5212	score: 2463.93


segment length: 1838	score: 791.694


segment length: 3123	score: 1188.11


segment length: 8367	score: 4310.74


segment length: 5635	score: 2358.84


segment length: 4439	score: 2284.93


segment length: 6321	score: 3377.05


segment length: 1075	score: 727.408


segment length: 991	score: 609.756


segment length: 8033	score: 3503.77


segment length: 3061	score: 1458.13


segment length: 3023	score: 1299.75


segment length: 2712	score: 1169.37


segment length: 3788	score: 1874.9


segment length: 3239	score: 1644.07


segment length: 4178	score: 2085.97


segment length: 877	score: 278.486


segment length: 1893	score: 946.42


segment length: 3093	score: 1657.29


segment length: 3175	score: 1228.11


segment length: 1960	score: 1084.52


segment length: 3561	score: 1899.87


segment length: 3210	score: 1248.26


segment length: 2645	score: 920.859


segment length: 1251	score: 612.71


segment length: 809	score: 305.05


segment length: 4678	score: 1746.8


segment length: 2869	score: 1680.68


segment length: 1485	score: 602.541


segment length: 339	score: 206.875


segment length: 1721	score: 824.618


segment length: 5349	score: 2402.02


segment length: 2321	score: 1371.83


segment length: 3566	score: 1342.1


segment length: 4109	score: 1979.7


segment length: 1823	score: 817.093


segment length: 3350	score: 1061.51


segment length: 2821	score: 1475.57


segment length: 820	score: 340.008


segment length: 3036	score: 1357.94


segment length: 6930	score: 3068.33


segment length: 8160	score: 3777.03


segment length: 3613	score: 1668.62


segment length: 2834	score: 1347.43


segment length: 2489	score: 968.149


segment length: 1526	score: 672.396


segment length: 1718	score: 746.809


segment length: 4828	score: 2428.12


segment length: 3470	score: 1749.73


segment length: 4720	score: 2708.59


segment length: 3066	score: 1062.09


segment length: 3688	score: 1944.85


segment length: 4178	score: 1852.42


segment length: 6945	score: 2514.09


segment length: 4298	score: 2215


segment length: 2376	score: 959.541


segment length: 2345	score: 1033.14


segment length: 2670	score: 1199.3


segment length: 2300	score: 957.04


segment length: 3323	score: 1570.9


segment length: 3271	score: 1286.31


segment length: 2744	score: 1158.55


segment length: 6608	score: 3418.3


segment length: 4238	score: 1925.16


segment length: 3889	score: 1179.12


segment length: 2758	score: 1088.89


segment length: 1759	score: 791.368


segment length: 616	score: 403.22


segment length: 1852	score: 920.787


segment length: 4686	score: 2117.34


segment length: 4251	score: 1862.09


segment length: 1705	score: 652.109


segment length: 4391	score: 1972.47


segment length: 1635	score: 610.348


segment length: 2061	score: 1132.28


segment length: 2624	score: 1320.87


segment length: 1662	score: 846.063


segment length: 9935	score: 4887.91


segment length: 4596	score: 2144.45


segment length: 3685	score: 2077.3


segment length: 2465	score: 1363.43


segment length: 3416	score: 1327.04


segment length: 1019	score: 491.052


segment length: 9254	score: 3233.15


segment length: 1559	score: 616.06


segment length: 2562	score: 1264.19


segment length: 2876	score: 1583.28


segment length: 6186	score: 2975.56


segment length: 3786	score: 2054.55


segment length: 1930	score: 954.21


segment length: 1655	score: 485.258


segment length: 1683	score: 762.851


segment length: 4908	score: 2419.97


segment length: 2617	score: 1408.43


segment length: 4107	score: 2080.56


segment length: 1897	score: 962.205


segment length: 1114	score: 448.964


segment length: 922	score: 391.403


segment length: 1061	score: 492.74


segment length: 1898	score: 829.147


segment length: 1331	score: 555.922


segment length: 1901	score: 839.638


segment length: 3877	score: 1590.91


segment length: 1563	score: 728.184


segment length: 1381	score: 765.977


segment length: 3929	score: 1921.15


segment length: 4084	score: 2047.71


segment length: 2889	score: 1139.57


segment length: 3039	score: 1264.67


segment length: 4696	score: 2523.67


segment length: 1577	score: 681.327


segment length: 1806	score: 943.531


segment length: 2827	score: 1108.03


segment length: 4515	score: 1745.26


segment length: 3033	score: 1475.47


segment length: 2380	score: 1137.39


segment length: 2200	score: 1212.11


segment length: 3759	score: 1618.64


segment length: 8650	score: 4086.1


segment length: 3306	score: 1834.87


segment length: 1708	score: 666.263


segment length: 1484	score: 791.135


segment length: 4832	score: 2144.03


segment length: 3145	score: 1415.45


segment length: 3697	score: 1709.34


segment length: 2682	score: 1101


segment length: 3100	score: 961.271


segment length: 1282	score: 431.211


segment length: 3544	score: 2109.93


segment length: 1556	score: 805.68


segment length: 2252	score: 828.243


segment length: 1266	score: 613.944


segment length: 668	score: 318.118


segment length: 3267	score: 1628.36


segment length: 3820	score: 1851.98


segment length: 4707	score: 1913.83


segment length: 356	score: 150.351


segment length: 2601	score: 1316.02


segment length: 3269	score: 1470.44


segment length: 1425	score: 663.208


segment length: 3497	score: 1792.7


segment length: 2723	score: 1248.14


segment length: 1649	score: 758.32


segment length: 3954	score: 1951.25


segment length: 813	score: 337.332


segment length: 736	score: 223.252


segment length: 1307	score: 624.274


segment length: 2862	score: 1496.85


segment length: 2014	score: 971.08


segment length: 1091	score: 526.518


segment length: 1795	score: 814.556


segment length: 2744	score: 1009.83


segment length: 1311	score: 554.147


segment length: 942	score: 519.105


segment length: 5064	score: 2278.53


segment length: 3317	score: 1602.62


segment length: 2991	score: 1368.36


segment length: 4717	score: 2565.97


segment length: 1703	score: 769.29


segment length: 3162	score: 1264.86


segment length: 5601	score: 2497.86


segment length: 1410	score: 597.787


segment length: 1269	score: 681.035


segment length: 698	score: 385.663


segment length: 3273	score: 1473.02


segment length: 3769	score: 1961.19


segment length: 3405	score: 1475.5


segment length: 4406	score: 1905.82


segment length: 3314	score: 1823.33


segment length: 2907	score: 1279.59


segment length: 2563	score: 1164.6


segment length: 5827	score: 2827.16


segment length: 3032	score: 1271.27


segment length: 3612	score: 1861.78


segment length: 2650	score: 1102.93


segment length: 4493	score: 2007.01


segment length: 2531	score: 1483.7


segment length: 1687	score: 623.751


segment length: 2906	score: 1261.76


segment length: 3429	score: 1538.03


segment length: 1577	score: 653.296


segment length: 2186	score: 1290.61


segment length: 1361	score: 652.629


segment length: 3866	score: 1913.33


segment length: 1966	score: 1045.65


segment length: 1463	score: 641.72


segment length: 2100	score: 952.141


segment length: 2852	score: 1337.69


segment length: 1192	score: 618.084


segment length: 3209	score: 1489.7


segment length: 841	score: 370.403


segment length: 2125	score: 1056.61


segment length: 1845	score: 1078.67


segment length: 1911	score: 679.446


segment length: 4062	score: 2247.77


segment length: 2057	score: 833.738


segment length: 4315	score: 1990.9


segment length: 4677	score: 2355.8


segment length: 4413	score: 2213.4


segment length: 1118	score: 476.724


segment length: 3243	score: 1524.41


segment length: 4745	score: 2524.02


segment length: 3828	score: 2076.83


segment length: 3078	score: 482.124


segment length: 8966	score: 3553.21


segment length: 6897	score: 3783.35


segment length: 928	score: 342.278


segment length: 1420	score: 569.055


segment length: 2426	score: 1144.22


segment length: 5868	score: 2837.62


segment length: 2983	score: 1122.64


segment length: 6776	score: 2901.1


segment length: 1748	score: 836.846


segment length: 1569	score: 749.095


segment length: 1143	score: 647.773


segment length: 3175	score: 1908.4


segment length: 1538	score: 934.254


segment length: 1141	score: 759.928


segment length: 2454	score: 1174.14


segment length: 624	score: 354.575


segment length: 889	score: 500.886


segment length: 871	score: 400.117


segment length: 3404	score: 1771.62


segment length: 2893	score: 1145.71


segment length: 2786	score: 1363.23


segment length: 948	score: 540.136


segment length: 3418	score: 1523.95


segment length: 2000	score: 820.797


segment length: 1896	score: 894.137


segment length: 2947	score: 1318.06


segment length: 1497	score: 784.353


segment length: 2528	score: 1361.02


segment length: 1658	score: 497.183


segment length: 832	score: 437.284


segment length: 780	score: 343.553


segment length: 2025	score: 824.565


segment length: 4552	score: 2498.94


segment length: 3462	score: 1641.59


segment length: 3868	score: 2142.72


segment length: 2605	score: 1064.12


segment length: 8668	score: 5271.89


segment length: 2501	score: 1026.35


segment length: 1370	score: 673.063


segment length: 2624	score: 1299.46


segment length: 7983	score: 3128.59


segment length: 4335	score: 2185.14


segment length: 5629	score: 2854.15


segment length: 2816	score: 1537.11


segment length: 3176	score: 1500.21


segment length: 2710	score: 1411.66


segment length: 1798	score: 897.836


segment length: 3698	score: 1742.35


segment length: 1896	score: 948.336


segment length: 2265	score: 649.535


segment length: 1286	score: 627.335


segment length: 2692	score: 1009.32


segment length: 2931	score: 1277.88
2179 2366 0	471938 472125

2275 2449 23.4216	472034 472208


segment length: 2553	score: 666.68
1322 1489 0	471950 472117

1425 1574 35.3661	472053 472202


segment length: 1050	score: 505.232


segment length: 1136	score: 265.835
490 620 0	471994 472124

425 624 25.1436	471929 472128


segment length: 2654	score: 844.638
0 0 inf	471582 471582

375 524 29.919	471957 472106


segment length: 6651	score: 3213.46


segment length: 1375	score: 644.02


segment length: 1107	score: 446.011


segment length: 3862	score: 1677.52


segment length: 7707	score: 3241.28


segment length: 2940	score: 1348.48


segment length: 6204	score: 2879.23


segment length: 2601	score: 1439.26


segment length: 2050	score: 938.088


segment length: 2137	score: 1088.73


segment length: 2987	score: 1469.87


segment length: 3447	score: 1725.39


segment length: 2896	score: 1456.24


segment length: 4327	score: 2358.65


segment length: 3604	score: 1978.45


segment length: 3071	score: 1314.23


segment length: 1469	score: 746.435


segment length: 2842	score: 1350.19


segment length: 6795	score: 3137.3


segment length: 4615	score: 2192.45


segment length: 1170	score: 465.137


segment length: 2784	score: 1508.51


segment length: 1413	score: 705.309


segment length: 3750	score: 1485.77


segment length: 4306	score: 2190.69


segment length: 7115	score: 3570.24


segment length: 3180	score: 1698.19


segment length: 600	score: 349.478


segment length: 1207	score: 404.93


segment length: 2795	score: 1296.5


segment length: 3862	score: 1780.95


segment length: 2106	score: 890.948


segment length: 1597	score: 723.806


segment length: 8400	score: 3455.35


segment length: 1712	score: 689.604


segment length: 1296	score: 506.545


segment length: 8156	score: 3754.77


segment length: 2093	score: 1066.68


segment length: 4088	score: 871.419


segment length: 3939	score: 2110.68


segment length: 4729	score: 1982.52


segment length: 2479	score: 1020.43


segment length: 2348	score: 1254.07


segment length: 7834	score: 3362.19


segment length: 2106	score: 885.141


segment length: 2799	score: 1047.26


segment length: 649	score: 198.088


segment length: 1010	score: 506.282


segment length: 2926	score: 1478.58


segment length: 2134	score: 846.615


segment length: 2816	score: 1358.01


segment length: 3290	score: 1586.98


segment length: 3396	score: 1438.2


segment length: 1007	score: 453.884


segment length: 3724	score: 2102.05


segment length: 1498	score: 612.67


segment length: 3774	score: 1694.49


segment length: 6864	score: 2323.39


segment length: 1356	score: 625.221


segment length: 1425	score: 823.664


segment length: 2677	score: 1209.23


segment length: 2699	score: 1579.42


segment length: 2936	score: 1480.64


segment length: 1882	score: 926.729


segment length: 5941	score: 2609.47


segment length: 3287	score: 1351.66


segment length: 1851	score: 859.593


segment length: 3052	score: 1816.52


segment length: 2554	score: 1212.68


segment length: 1599	score: 713.04


segment length: 1659	score: 946.374


segment length: 1107	score: 502.15


segment length: 2725	score: 1536.28


segment length: 4680	score: 2653.11


segment length: 7249	score: 2252.95
4742 5520 1.25964	527000 527778

4975 5774 29.2641	527233 528032


segment length: 4815	score: 1916.39


segment length: 1314	score: 615.278


segment length: 2906	score: 981.186
2070 2483 2.39964	527008 527421

0 0 inf	524938 524938


segment length: 2037	score: 1253.72


segment length: 2535	score: 1042.13
1941 3023 1.68051	526973 528055

0 0 inf	525032 525032


segment length: 3356	score: 737.426
770 1560 4.93965	526996 527786

700 1574 30.2593	526926 527800


segment length: 3154	score: 1067.29
422 700 0	527518 527796

0 0 inf	527096 527096


segment length: 969	score: 453.303


segment length: 2612	score: 1236.93


segment length: 953	score: 396.914


segment length: 1220	score: 496.746


segment length: 4070	score: 1755.07


segment length: 2702	score: 1273


segment length: 4443	score: 1803.05


segment length: 3898	score: 2099.53


segment length: 2798	score: 1137.38


segment length: 1896	score: 976.92


segment length: 2591	score: 1268.75


segment length: 9438	score: 5322.65


segment length: 3903	score: 2138.74


segment length: 1100	score: 561.273


segment length: 2236	score: 1080.05


segment length: 2226	score: 1340.83


segment length: 4603	score: 1985.72


segment length: 3767	score: 1733.02


segment length: 2514	score: 1481.35


segment length: 3106	score: 1367.78


segment length: 6483	score: 3266.73


segment length: 2209	score: 1252.46


segment length: 5366	score: 2517.81


segment length: 1008	score: 452.263


segment length: 4622	score: 2339.61


segment length: 2494	score: 1195.88


segment length: 1813	score: 851.441


segment length: 6271	score: 2721.89


segment length: 5356	score: 2937.36


segment length: 3053	score: 1503.31


segment length: 1548	score: 772.817


segment length: 1309	score: 745.354


segment length: 2328	score: 986.763


segment length: 3192	score: 1587.07


segment length: 4620	score: 1696.87


segment length: 4177	score: 1876.15


segment length: 976	score: 477.561


